company,address,location_phones,web_company
Unicom Infotel Pvt Ltd,"  Address - C/315, Solaris - I, Saki Vihar Road,				  				  Andheri (E)","				        Mumbai	                Maharashtra , 400072	 (022) 40073000  28575677",www.unicominfotel.com
Unicomp InfoSolutions Pvt Ltd,"  Address - 219, New Apollo Estate, Mogra Lane Andheri (East).				        Mumbai	                Maharashtra , 400069	 (022) 28390344  28340990",www.unicompinfo.com,
Unicorn Infosolutions Pvt Ltd,"  Address - 001-002 Kotia Nirman, New Link Road, Near Fun				  				  Republic, Andheri West,","				        Mumbai	                Maharashtra , 400053	 (022) 40687687  8879001592",www.unicornstore.in
Unified,"  Address - 222, Shaheed Udham Singh Nagar				        Jalandhar	                Punjab , 144001	 (0181) 2221631  5076526",unified.in,
Unified Data-Tech Solutions Pvt Ltd,"  Address - 701 7th floor  Chintamani Avenue, Off Western Express Highway				  				  Opp. Virvani Industrial Estate, Goregaon East","				        Mumbai	                Maharashtra , 400063	 (022) 40726000",www.udtechs.com
Unikaihatsu Software Pvt Ltd,"  Address - 33 - 34 , Udyog Bhavan, Sonawala Lane, Goregaon (East)				        Mumbai	                Maharashtra , 400063	 (022) 26867334    26861684",www.usindia.com,
Unilog Content Solutions Pvt. Ltd.,"  Address - 11, 15th Cross, 20th Main,				  				  J.P. Nagar, 5th Phase,","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 26590721",www.unilogcorp.com
Unimax Software Solutions,"  Address - 143, Wave City Imporium Mall,				  				  Industrial Area, Phase 1","				        Chandigarh	                Chandigarh , 160002	 (0172) 9779770681  7696060010",www.unimaxsoftware.com
UniMity Solutions Pvt Ltd,"  Address - 3, 5th Floor, Kasi Arcade 116				  				  Thyagaraya Road T.Nagar","				        Chennai	                Tamil Nadu , 600017	 (044) 43923800",www.unimitysolutions.com
Unionsys Technologies Pvt Ltd,"  Address - Radiant Arcade Building, Floor No : 3rd				  				  Office No: 2,East Street,Camp","				        Pune	                Maharashtra , 411001	 (020) 30495975",www.unionsystechnologies.com
Uniphore Software Systems Pvt Ltd,"  Address - Unit C2, 8th Floor,				  				  IIT Madras Research Park, Kanagam Road, Taramani","				        Chennai	                Tamil Nadu , 600113	 (044) 66469878",www.uniphore.com
Unipro Tech Solutions Pvt Ltd,"  Address - No.110/1 2nd Floor (Above SBI Bank) Nungambakkam				        Chennai	                Tamil Nadu , 600034	 (044) 42142140  65366660",www.uniprotech.co.in,
Uniq Technologies,"  Address - Shifa arcade No 1, 3rd Floor				  				  Bharathinagar 1st street Northusman Road","				        Chennai	                Tamil Nadu , 600017	 (044) 42124943",www.uniqtechnologies.co.in
Unique CompSol Pvt Ltd,"  Address - B-301, Sunder Nagar, Senapati Bapat Road				  				  Dadar West","				        Mumbai	                Maharashtra , 400028	 (022) 61410400",
Unique Computers,"  Address - 1641, C Block, HP Demo Centre				  				  Next to Kuvempu Metro Station","				        Bangalore / Bengaluru	                Karnataka , 560021	 (080) 23320160",www.uniquec.com
Unique Enterprises,"  Address - 6, Tapasya, G. M. Road Opp. Shoppers Stop, Chembur				        Mumbai	                Maharashtra , 400089	 (022) 25255074   25252908",www.uniqueenterprises.co.in,
Unique Idea Software Technologies Pvt Ltd,"  Address - 1st Floor, Shram				  				  Safalya Building, 15 August Chowk","				        Pune	                Maharashtra , 411011	 (020) 9823480198",www.uniqueideasofttech.com
Unique Technologies,"  Address - 2nd Floor, Plot No 1288/244,Wairagade Building				  				  Nandanvan Colony","				        Nagpur	                Maharashtra , 440009	 (0712) 9370998916",
Unique Webgrow India Pvt Ltd,"  Address - C-59, Sharda Puri, Rajauri Garden				        New Delhi	                Delhi , 110015	 (011) 45641864",uniquewebgrow.in,
Unisem Electronics Pvt Ltd,"  Address - 447-A, 17th G Main				  				  6th Block, Koramangala","				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 41131825",www.unisemholdings.com
Unisis Systems & Solutions India Pvt Ltd,"  Address - Door No.11, 2nd Floor,Geo Infopark Infopark P O,				  				  Kakkanad","				        Kochi	                Kerala , 682042	 (0484) 4014043",www.unisissolutions.com
Unisoft India Pvt Ltd,"  Address - #6, 2nd Floor, 5th Cross				  				  1st Main, N.S Palya Industrial Area Bannerghatta Road","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 26685859  26688327",www.unisoftindia.co.in
Unisoft Infotech Pvt Ltd,"  Address - 56/3, 1st cross, 3rd Main Road				  				  RMV II stage, Ashwathnagar","				        Bangalore / Bengaluru	                Karnataka , 560094	 (080) 42842005",www.unisoftinfotech.com
Unistal Systems Pvt Ltd,"  Address - 408 Siddharth Building,				  				  96 Nehru Place,","				        New Delhi	                Delhi , 110019	 (011) 47666200",www.unistal.com
Unistanz Software Pvt Ltd,"  Address - 202, Western Edge II,				  				  Off Western Express Highway, Borivali (East)","				        Mumbai	                Maharashtra , 400066	 (022) 28542773",www.unistanz.com
Unisys India Pvt Ltd,"  Address - 135/1, Residency Road				        Bangalore / Bengaluru	                Karnataka , 560025	 (080) 40323400  41594000",www.unisys.co.in,
Unisys Software & Holding Industries Ltd,"  Address - 75 C, Park Street Basement				        Kolkata	                West Bengal , 700016	 (033) 22295359  22299198",www.unisyssoftwares.com,
United Global Soft,"  Address - #307, 5th Floor, Liberty Plaza				        Hyderabad	                Telangana , 500029	 (040) 66444122",unitedglobalsoft.com,
United Software Associates Pvt Ltd,"  Address - 1007, Sr No 12/3B Siddharth Tower				  				  Opp. Sangam Press, Kothrud","				        Pune	                Maharashtra , 411038	 (020) 25445551",www.usain.com
United Telecoms Ltd,"  Address - 18A/19, Doddanekundi Industrial Area				  				  II Phase  Mahadevapura Post","				        Bangalore / Bengaluru	                Karnataka , 560048	 (080) 28524050  28524032",www.utlindia.com
Unitek Software Pvt Ltd.,"  Address - XIX/180, 1st Floor, City Towers,  Bank Junction,Aluva				        Kochi	                Kerala , 683101	 (0484) 4063954  4063953",www.uniteklittlegenius.com,
Uniterrene Websoft Pvt Ltd,"  Address - BB-99,3B Shree Shubh Apartment, 3rd Floor				  				  VIP Park, Prafullakanan, Kestopur","				        Kolkata	                West Bengal , 700101	 (033) 9330604299",www.uniterrene.com
Unitforce Technologies Consulting Pvt Ltd,"  Address - 30, 2nd Floor, 7th Cross				  				  HonnaGangappa complex, Agrahara Dasarahalli, Magdi Main Road","				        Bangalore / Bengaluru	                Karnataka , 560079	 (080) 40402100",www.uftech.com
Unitrans InfoTech Services Pvt Ltd,"  Address - #25, 3rd Floor, Corniche Al Latheef, Cunningham Rd				  				  Shivaji Nagar","				        Bangalore / Bengaluru	                Karnataka , 560052	 (080) 43311888",www.unitransinfotech.com
Universal Software,"  Address - 4,Ramya,Polytechnic Road, Opp. Ketav Petrol Pump,Ambawadi				        Ahmedabad	                Gujarat , 380015	 (079) 26306028  26302998",www.universal-software.com,
Universal Technolabs,"  Address - 217, Devpath Complex, B/H Lal				  				  Bunglow, Off C.G Road","				        Ahmedabad	                Gujarat , 380009	 (079) 65222244",www.universaltechnolabs.com
Univeso Integrated Solutions Pvt Ltd,"  Address - KP-25, Maurya Enclave,				  				  Pitam Pura","				        New Delhi	                Delhi , 110034	 (011) 47013781  47013782",univesointegration.com
Uniware Solutions Pvt Ltd,"  Address - 2nd Floor, Emarald Mall, Mavoor Road				        Kozhikode	                Kerala , 673004	 (0495) 4019709",www.uniware.in,
Uniware Systems Pvt Ltd,"  Address - 1178-D, 58th Street,TVS Colony,				  				  Anna Nagar West Extension","				        Chennai	                Tamil Nadu , 600101	 (044) 26543873  65245031",www.uniware.net
Unizen Technologies Pvt Ltd,"  Address - No:34, 2nd Floor, 1st Main				  				  1st Block, Koramangala","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 65690336",www.unizentechnologies.com
Unlimited Innovations India Pvt Ltd,"  Address - MCM Towers, 5th Floor,				  				  Super B3, Thiru Vi Ka industrial Estate,Guindy","				        Chennai	                Tamil Nadu , 600032	 (044) 61001900",
Unmatched Solutions Pvt Ltd,"  Address - C-block. 805-B,				  				  Ganesh Meridian,S.G.Road,","				        Ahmedabad	                Gujarat , 380060	 (079) 65220056",www.unmatchedsolutions.com
Unnati Info Services.,"  Address - A-459, Balaji Bhawan, Plot no 42 A,				  				  Sec-11, CBD Belapur","				        Navi Mumbai	                Maharashtra , 400614	 (022) 27564284  27564285",www.tallyunnati.com
Upplex Technologies Pvt Ltd,"  Address - Shree Prasad,				  				  Banakar Colony","				        Pune	                Maharashtra , 411028	 (020) 65242465",
Upsert Technologies Pvt Ltd,"  Address - 1st Floor ,Synerzip Building				  				  Karvenagar","				        Pune	                Maharashtra , 411052	 (020) 9226840408  9975901518",www.upsertech.com
UPTEC Computer Consultancy Ltd,"  Address - 16, Rana Pratap Marg, UPTEC Crossing				        Lucknow	                Uttar Pradesh , 226001	 (0522) 2209603  2206022",www.uptecnet.com,
Uptime Technologies,"  Address - Unit No. 22, Indraprastha, L.B.S. Marg, Vikhroli				  				  West","				        Mumbai	                Maharashtra , 400086	 (022) 25792795  25778844",www.uptimetech.net
URC Infotec Pvt Ltd,"  Address - URC Nagar 3rd Street Veerappampalayam, Thindal(PO)				        Erode	                Tamil Nadu , 638012	 (0424) 2430138  2431439",www.urcinfotec.com,
UrjaGreen Technologies Pvt Ltd ( SmartBuildings ),"  Address - #C3, 5th Block, MCHS Layout, Sector 6				  				  HSR Layout","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 9900250421",
Urolime Technologies Pvt Ltd,"  Address - Office No-5, Wing 1, Second Floor,				  				  Jyothirmaya Building, Infopark Phase II","				        Kochi	                Kerala , 682030	 (0484) 2984589",www.urolime.com
URS Certification Ltd,"  Address - F-3, Sector 6				        Noida	                Uttar Pradesh , 201301	 (0120) 6404223  6404226",www.ursindia.com,
US Tech Solutions Pvt Ltd.,"  Address - B-41, Sector-63 ,				  				  Opp. Fortis Hospital","				        Noida	                Uttar Pradesh , 201301	 (0120) 4315902",www.ustechsolutions.com
Usam Technology Solutions Pvt Ltd,"  Address - No.4, 1st Cross Street, C.I.T. Colony				        Chennai	                Tamil Nadu , 600004	 (044) 43437171",www.usamindia.com,
Usercible,"  Address - 952, Sector 37				        Faridabad	                Haryana , 121001	 (0129) 8505966414",www.usercible.com,
USG Tech Solutions Ltd,  Address - Flat- 11-B Shiv Apartments				  				  7 Rajnarayan Marg Civil Lines,"				        New Delhi	                Delhi , 110054	 (011) 23973762",www.usgtechsolutions.com
Usha Martin Education & Solutions Ltd,"  Address - PS Srijan Tech Park, 4th & 5th Floor,				  				  DN  52, Sector  V,  Salt Lake City","				        Kolkata	                West Bengal , 700091	 (033) 33223700  9681153429",www.umesl.co.in
Usha Singhai Neo Informatique Pvt Ltd,"  Address - A-8, Plot GH-4 Sector 56				        Gurgaon/Gurugram	                Haryana , 122001	 (0124) 9312436482",www.ushainformatique.com,
uSiS Technologies,"  Address - No-28,Ajantha Nagar,				  				  NSN Palayam","				        Coimbatore	                Tamil Nadu , 641031	 (0422) 2461790",www.usistech.com
USM Business Systems Pvt Ltd,  Address - 1st Floor Aparna Crest Bldg				  				  MCH No. No A-2-120/1/112/88&89/4 to 9 Serve No.-403 Shaikh Pet Village road no.2 Banjara Hills,"				        Hyderabad	                Telangana , 500034	 (040) 49007777",www.usmsystems.com
USoft Technologies India Pvt Ltd,"  Address - Stellar IT PARK, Tower-II, C-25				  				  IIIrd FLOOR, Sector-62","				        Noida	                Uttar Pradesh , 201301	 (0120) 4688700",www.universal-sw.com
USS Technologies,"  Address - No.42/2, Pudhu Vazhvu Nagar, H.M.S.Colony				        Madurai	                Tamil Nadu , 625010	 (0452) 9944070475  9698561965",www.usstechnologies.com,
UST Global,"  Address - #721, Nila, Technopark				        Thiruvananthapuram	                Kerala , 695581	 (0471) 4040000",www.ust-global.com,
UST Software India Pvt Ltd.,"  Address - 4th Floor, Statesman House Building				  				  Barakhamba Road, Connaught Place","				        New Delhi	                Delhi , 110013	 (011) 30446487",www.ustindia.com
Utkarsh Technologies Pvt Ltd,"  Address - A66, 2nd Flr, Ramphal Chowk				  				  Sec 7 Dwarka","				        New Delhi	                Delhi , 110075	 (011) 28084684",
Utkata Soft Solutions Pvt Ltd,"  Address - 8-3-960/11, Srinagar Colony Main Road				        Hyderabad	                Telangana , 500073	 (040) 23748494",www.utkata.com,
UTStarcom India Telecom Pvt Ltd,"  Address - 10th Floor, Signature Towers  B, South City I,				        Gurgaon/Gurugram	                Haryana , 122001	 (0124) 4166300",www.utstar.com,
Utthunga Technologies Pvt Ltd,"  Address - 8/1, Balaji Mansion,				  				  3rd Phase, JP Nagar","				        Bangalore / Bengaluru	                Karnataka , 560076	 (080) 46543000  41153030",www.utthunga.com
UV Creatives,"  Address - 6/3/6639, Charan Nivas				  				  Somajiguda, Raj Bhavan Road","				        Hyderabad	                Telangana , 500082	 (040) 60503054  9951793054",www.uvcreatives.com
UX Design & Innovation Labs Pvt Ltd,"  Address - 122, Rainbow Drive, Sarjapur Main Road				  				  Rainbow Drive, Kasavanahalli","				        Bangalore / Bengaluru	                Karnataka , 560035	 (080) 9886717530",www.uxdesignlabs.com
V Care Technology,"  Address - Shop No.: A-1, Basement, Sameera Plaza,				  				  Behind Basant Cinema, 34, Lalbagh,","				        Lucknow	                Uttar Pradesh , 226001	 (0522) 4075281  9935228509",www.v-caretech.com
V Green Media Pvt Ltd,"  Address - D.no.3-6-530/3, 1st Floor, Opp Lane To Minerva Coffee				  				  Shop, Street No 7, Himayat Nagar","				        Hyderabad	                Telangana , 500029	 (040) 64574477  66464477",www.vgreenmedia.com
V Prompt E Services Pvt Ltd,"  Address - Flat No. 101, R. M. Tower, Hasmath Peth Road				  				  mahatma Nagar,New Bowenpally","				        Secunderabad	                Telangana , 500011	 (040) 40210058",vprompt.com
